id_toma,periodo,fecha_emision,fecha_vencimiento,fecha_pago,pagado,consumo_m3,importe_agua,importe_alcantarillado,importe_saneamiento,total_pagar,domiciliado,tipo_tarifa,pago_tardio
T2A7B7C0706,2024-04,2024-04-25,2024-05-15,2024-05-05,True,17.1,234.65,23.47,28.16,286.27,False,domestico,False
TA2A12750E0,2024-04,2024-04-24,2024-05-14,2024-06-20,True,16.2,224.3,0.0,26.92,251.22,False,domestico,True
TCDF5CCF9D1,2024-04,2024-04-26,2024-05-16,2024-05-05,True,17.9,243.85,0.0,29.26,273.11,False,domestico,False
T136877D852,2024-04,2024-04-29,2024-05-19,2024-07-26,True,19.3,259.95,26.0,31.19,317.14,False,domestico,True
TD93E7F3525,2024-04,2024-04-27,2024-05-17,2024-06-13,True,9.7,149.55,14.96,17.95,182.45,False,domestico,True
T9E698DAD97,2024-04,2024-04-25,2024-05-15,2024-06-22,True,19.4,261.1,26.11,31.33,318.54,True,domestico,True
TA7CD008CD2,2024-04,2024-04-27,2024-05-17,2024-05-18,True,25.4,330.1,33.01,39.61,402.72,False,domestico,True
TB5E2F0D295,2024-04,2024-04-22,2024-05-12,2024-05-05,True,14.3,202.45,20.25,24.29,246.99,False,domestico,False
T886651EB56,2024-04,2024-04-25,2024-05-15,2024-05-06,True,31.7,402.55,40.26,0.0,442.81,False,domestico,False
T726E26C014,2024-04,2024-04-30,2024-05-20,2024-05-18,True,10.9,163.35,16.34,19.6,199.29,False,domestico,False
T47801013F9,2024-04,2024-04-25,2024-05-15,2024-06-11,True,26.2,339.3,33.93,40.72,413.95,False,domestico,True
T7B44E5C01C,2024-04,2024-04-24,2024-05-14,2024-06-07,True,6.4,111.6,11.16,0.0,122.76,False,domestico,True
T06E1B5C91E,2024-04,2024-04-26,2024-05-16,2024-05-01,True,0.0,38.0,3.8,4.56,46.36,True,domestico,False
TBD7AFAA9AB,2024-04,2024-04-30,2024-05-20,2024-06-02,True,23.4,307.1,30.71,36.85,374.66,True,domestico,True
T3A8AE15DE9,2024-04,2024-04-23,2024-05-13,2024-04-25,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T90FCBE8560,2024-04,2024-04-26,2024-05-16,2024-04-28,True,13.9,197.85,19.79,23.74,241.38,False,domestico,False
T6B76BCDCC8,2024-04,2024-04-28,2024-05-18,2024-05-06,True,46.7,982.3,98.23,0.0,1080.53,False,comercial,False
T6B61D786E8,2024-04,2024-04-26,2024-05-16,2024-05-08,True,13.9,197.85,19.79,23.74,241.38,False,domestico,False
TD8B8E83F9D,2024-04,2024-04-25,2024-05-15,2024-05-07,True,17.7,241.55,24.16,28.99,294.69,False,domestico,False
T353F39960E,2024-04,2024-04-25,2024-05-15,2024-07-24,True,10.1,154.15,15.41,18.5,188.06,False,domestico,True
TC44518846F,2024-04,2024-04-29,2024-05-19,2024-06-15,True,17.6,240.4,0.0,28.85,269.25,False,domestico,True
T3DBD424B8F,2024-04,2024-04-23,2024-05-13,2024-05-08,True,9.5,147.25,14.73,17.67,179.64,False,domestico,False
TB8E4E6CA4C,2024-04,2024-04-24,2024-05-14,2024-07-03,True,46.9,986.1,98.61,118.33,1203.04,False,comercial,True
T54630B6404,2024-04,2024-04-26,2024-05-16,2024-04-27,True,21.8,288.7,28.87,34.64,352.21,False,domestico,False
T71623730B1,2024-04,2024-04-28,2024-05-18,2024-07-10,True,12.7,184.05,18.4,22.09,224.54,False,domestico,True
T7436A106AE,2024-04,2024-04-25,2024-05-15,2024-05-13,True,10.4,157.6,15.76,18.91,192.27,False,domestico,False
T6191B8FD69,2024-04,2024-04-27,2024-05-17,2024-04-28,True,13.9,197.85,19.79,23.74,241.38,False,domestico,False
TBA7727A83B,2024-04,2024-04-27,2024-05-17,2024-05-01,True,14.2,201.3,20.13,24.16,245.59,True,domestico,False
T66B24DDB8C,2024-04,2024-04-23,2024-05-13,2024-07-18,True,19.8,265.7,26.57,31.88,324.15,False,domestico,True
T0EAA0EDBAF,2024-04,2024-04-27,2024-05-17,2024-05-15,True,39.6,493.4,49.34,0.0,542.74,False,domestico,False
TDCBC842E3A,2024-04,2024-04-29,2024-05-19,2024-05-14,True,31.9,404.85,40.48,48.58,493.92,False,domestico,False
T305BACE840,2024-04,2024-04-23,2024-05-13,2024-05-11,True,17.8,242.7,24.27,29.12,296.09,True,domestico,False
TAD0E244201,2024-04,2024-04-24,2024-05-14,2024-04-28,True,28.9,370.35,37.03,0.0,407.38,True,domestico,False
T824A68B378,2024-04,2024-04-28,2024-05-18,2024-05-18,True,6.6,220.4,22.04,26.45,268.89,False,comercial,False
T9F72B39B89,2024-04,2024-04-26,2024-05-16,2024-06-11,True,7.8,127.7,0.0,15.32,143.02,False,domestico,True
T0380D1AD85,2024-04,2024-04-28,2024-05-18,2024-05-01,True,18.5,250.75,25.08,30.09,305.91,True,domestico,False
TD58AFBB420,2024-04,2024-04-24,2024-05-14,2024-05-02,True,58.2,943.0,94.3,113.16,1150.46,False,publico,False
TB1A6FA6009,2024-04,2024-04-29,2024-05-19,2024-05-05,True,10.2,155.3,15.53,18.64,189.47,False,domestico,False
TB95EB354D9,2024-04,2024-04-26,2024-05-16,2024-04-29,True,23.8,311.7,31.17,37.4,380.27,False,domestico,False
T6EBEC2B9E3,2024-04,2024-04-26,2024-05-16,2024-05-05,True,14.6,205.9,20.59,24.71,251.2,True,domestico,False
TCBAFB86C54,2024-04,2024-04-27,2024-05-17,2024-05-07,True,10.8,162.2,16.22,0.0,178.42,False,domestico,False
T2D884BEE59,2024-04,2024-04-27,2024-05-17,2024-05-11,True,17.5,239.25,23.93,0.0,263.18,True,domestico,False
T81E3CAC404,2024-04,2024-04-26,2024-05-16,2024-05-04,True,7.1,119.65,11.96,0.0,131.61,True,domestico,False
TB13246DF04,2024-04,2024-04-22,2024-05-12,2024-04-25,True,66.3,1354.7,135.47,0.0,1490.17,False,comercial,False
T38FC29870C,2024-04,2024-04-23,2024-05-13,2024-06-24,True,9.2,143.8,14.38,17.26,175.44,False,domestico,True
T0B952300A6,2024-04,2024-04-29,2024-05-19,2024-05-01,True,19.8,265.7,26.57,31.88,324.15,False,domestico,False
T592EE5AE5A,2024-04,2024-04-24,2024-05-14,2024-06-12,True,17.8,242.7,24.27,0.0,266.97,False,domestico,True
T8AB7B992DC,2024-04,2024-04-29,2024-05-19,2024-05-19,True,12.4,180.6,18.06,21.67,220.33,False,domestico,False
TE13531501B,2024-04,2024-04-23,2024-05-13,2024-04-25,True,17.5,239.25,23.93,28.71,291.88,True,domestico,False
T603C6A7DDF,2024-04,2024-04-28,2024-05-18,2024-07-24,True,53.9,1119.1,111.91,134.29,1365.3,False,comercial,True
T9B1CF87E17,2024-04,2024-04-28,2024-05-18,2024-07-26,True,18.8,254.2,25.42,30.5,310.12,False,domestico,True
T7E47E27FFB,2024-04,2024-04-22,2024-05-12,2024-04-22,True,13.5,193.25,19.33,23.19,235.76,False,domestico,False
T2FE3E18EED,2024-04,2024-04-24,2024-05-14,2024-07-14,True,15.5,216.25,21.62,25.95,263.82,False,domestico,True
T518FD2CD05,2024-04,2024-04-23,2024-05-13,2024-05-05,True,17.9,243.85,24.39,29.26,297.5,False,domestico,False
TCA03B52F53,2024-04,2024-04-23,2024-05-13,2024-05-01,True,16.1,223.15,22.32,26.78,272.24,False,domestico,False
TC97F0C81C8,2024-04,2024-04-28,2024-05-18,2024-06-28,True,129.8,3634.8,0.0,436.18,4070.98,False,industrial,True
T5825BB17FC,2024-04,2024-04-23,2024-05-13,2024-04-24,True,44.3,936.7,93.67,112.4,1142.77,True,comercial,False
TC5E185C6E8,2024-04,2024-04-24,2024-05-14,2024-04-25,True,10.9,163.35,16.34,19.6,199.29,False,domestico,False
TEAD9E81003,2024-04,2024-04-25,2024-05-15,2024-06-11,True,19.7,264.55,26.45,31.75,322.75,False,domestico,True
TE23D5A574A,2024-04,2024-04-28,2024-05-18,2024-04-28,True,11.5,170.25,17.03,20.43,207.71,False,domestico,False
T04048D53A3,2024-04,2024-04-25,2024-05-15,2024-05-06,True,8.3,133.45,13.34,0.0,146.79,False,domestico,False
TE1AA9E77A7,2024-04,2024-04-29,2024-05-19,2024-05-13,True,4.4,88.6,8.86,0.0,97.46,False,domestico,False
TC54C99BA73,2024-04,2024-04-26,2024-05-16,2024-07-08,True,29.6,514.0,51.4,61.68,627.08,False,publico,True
T013C0F8B57,2024-04,2024-04-25,2024-05-15,2024-04-30,True,13.2,189.8,18.98,22.78,231.56,False,domestico,False
T3C23C0A42C,2024-04,2024-04-27,2024-05-17,2024-06-29,True,20.7,276.05,27.6,0.0,303.65,False,domestico,True
TEDB2598366,2024-04,2024-04-26,2024-05-16,2024-05-07,True,12.9,186.35,18.64,0.0,204.98,False,domestico,False
T03D524AC98,2024-04,2024-04-28,2024-05-18,2024-07-22,True,14.4,203.6,20.36,24.43,248.39,False,domestico,True
T9B658694D7,2024-04,2024-04-24,2024-05-14,2024-05-10,True,30.4,387.6,38.76,46.51,472.87,False,domestico,False
T827DB403EF,2024-04,2024-04-29,2024-05-19,2024-05-15,True,2.6,67.9,6.79,8.15,82.84,False,domestico,False
TD5960FA89C,2024-04,2024-04-28,2024-05-18,2024-07-15,True,17.7,241.55,24.16,28.99,294.69,False,domestico,True
TEB9CD6778B,2024-04,2024-04-24,2024-05-14,2024-04-25,True,21.2,281.8,28.18,33.82,343.8,False,domestico,False
TCFB896C903,2024-04,2024-04-24,2024-05-14,2024-06-16,True,10.9,163.35,16.34,19.6,199.29,False,domestico,True
T4EBE5132B6,2024-04,2024-04-27,2024-05-17,2024-05-09,True,18.8,254.2,25.42,0.0,279.62,False,domestico,False
TD6D7800440,2024-04,2024-04-26,2024-05-16,2024-07-02,True,14.1,200.15,20.02,24.02,244.18,False,domestico,True
TB1AE49FA20,2024-04,2024-04-24,2024-05-14,2024-05-03,True,10.1,154.15,15.41,18.5,188.06,False,domestico,False
TF4940B0970,2024-04,2024-04-27,2024-05-17,2024-04-30,True,13.7,195.55,19.55,23.47,238.57,False,domestico,False
T6492EC951E,2024-04,2024-04-27,2024-05-17,2024-05-03,True,51.8,1079.2,107.92,129.5,1316.62,False,comercial,False
T5B2FD74A85,2024-04,2024-04-27,2024-05-17,2024-05-02,True,25.8,334.7,33.47,40.16,408.33,False,domestico,False
TCF1A6CDF80,2024-04,2024-04-27,2024-05-17,2024-05-12,True,23.5,308.25,30.83,36.99,376.06,True,domestico,False
TBA965CD37E,2024-04,2024-04-25,2024-05-15,2024-05-20,True,13.9,197.85,19.79,23.74,241.38,False,domestico,True
T8917AF33E8,2024-04,2024-04-23,2024-05-13,2024-04-28,True,100.7,2008.3,200.83,241.0,2450.13,False,comercial,False
T4F696F6C0E,2024-04,2024-04-28,2024-05-18,2024-05-21,True,19.9,473.1,0.0,56.77,529.87,False,comercial,True
TFB9BD0FCA4,2024-04,2024-04-22,2024-05-12,2024-04-25,True,34.1,742.9,74.29,89.15,906.34,True,comercial,False
T6372E1147F,2024-04,2024-04-23,2024-05-13,2024-05-12,True,18.0,245.0,0.0,29.4,274.4,True,domestico,False
T8B4FC280C2,2024-04,2024-04-22,2024-05-12,2024-05-04,True,11.3,167.95,16.8,20.15,204.9,False,domestico,False
T0AF0DD2FE5,2024-04,2024-04-26,2024-05-16,2024-04-30,True,14.4,203.6,20.36,24.43,248.39,False,domestico,False
T9BABD62590,2024-04,2024-04-25,2024-05-15,2024-06-21,True,46.5,978.5,97.85,0.0,1076.35,False,comercial,True
TBBD0028CDB,2024-04,2024-04-26,2024-05-16,2024-05-06,True,13.7,195.55,19.55,23.47,238.57,False,domestico,False
T30E453AB34,2024-04,2024-04-28,2024-05-18,2024-05-13,True,12.1,177.15,17.71,21.26,216.12,False,domestico,False
T7DC59256DC,2024-04,2024-04-24,2024-05-14,2024-05-07,True,38.7,483.05,48.31,57.97,589.32,False,domestico,False
TCC371206BC,2024-04,2024-04-23,2024-05-13,2024-05-07,True,13.7,195.55,19.55,23.47,238.57,False,domestico,False
TDEF092A4C5,2024-04,2024-04-27,2024-05-17,2024-05-14,True,11.6,171.4,17.14,20.57,209.11,False,domestico,False
TE13FCEC631,2024-04,2024-04-22,2024-05-12,2024-04-22,True,18.6,251.9,25.19,0.0,277.09,False,domestico,False
T7C3F6A8162,2024-04,2024-04-28,2024-05-18,2024-05-01,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T0F4A3A74ED,2024-04,2024-04-24,2024-05-14,2024-05-04,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T5BEF82BC17,2024-04,2024-04-24,2024-05-14,2024-07-01,True,17.7,241.55,24.16,28.99,294.69,False,domestico,True
T07AC5856A4,2024-04,2024-04-25,2024-05-15,2024-07-14,True,11.6,171.4,17.14,20.57,209.11,True,domestico,True
T0185184B59,2024-04,2024-04-26,2024-05-16,2024-05-18,True,17.1,234.65,23.47,28.16,286.27,False,domestico,True
T79F8E1FAE8,2024-04,2024-04-27,2024-05-17,2024-05-01,True,14.5,204.75,20.48,24.57,249.79,False,domestico,False
T4D40D256FE,2024-04,2024-04-26,2024-05-16,2024-04-29,True,30.4,387.6,38.76,46.51,472.87,False,domestico,False
TE74495FCDD,2024-04,2024-04-26,2024-05-16,2024-04-26,True,13.9,197.85,19.79,23.74,241.38,False,domestico,False
TAD9ED625D1,2024-04,2024-04-26,2024-05-16,2024-05-01,True,16.0,222.0,22.2,0.0,244.2,False,domestico,False
TE7328B9E12,2024-04,2024-04-27,2024-05-17,2024-05-03,True,8.4,134.6,0.0,16.15,150.75,False,domestico,False
T5FC1C50126,2024-04,2024-04-26,2024-05-16,2024-06-23,True,30.2,385.3,0.0,46.24,431.54,False,domestico,True
T203C71CAC2,2024-04,2024-04-25,2024-05-15,2024-05-10,True,17.8,242.7,24.27,29.12,296.09,False,domestico,False
T1D1F227112,2024-04,2024-04-27,2024-05-17,2024-04-28,True,22.3,294.45,29.45,0.0,323.89,True,domestico,False
TF62BDC6E96,2024-04,2024-04-25,2024-05-15,2024-04-30,True,20.6,486.4,48.64,58.37,593.41,False,comercial,False
T5D35014BC6,2024-04,2024-04-26,2024-05-16,2024-07-29,True,7.9,128.85,12.89,15.46,157.2,False,domestico,True
T9C80DA594D,2024-04,2024-04-25,2024-05-15,2024-05-28,True,9.1,142.65,14.26,17.12,174.03,False,domestico,True
T575100FEE6,2024-04,2024-04-25,2024-05-15,2024-06-05,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
TFF833858D4,2024-04,2024-04-29,2024-05-19,2024-05-05,True,10.7,161.05,16.11,19.33,196.48,False,domestico,False
T44C452513D,2024-04,2024-04-28,2024-05-18,2024-06-06,True,20.8,277.2,27.72,33.26,338.18,False,domestico,True
TC11C4F89B7,2024-04,2024-04-26,2024-05-16,2024-05-10,True,17.7,241.55,24.16,28.99,294.69,False,domestico,False
T519E11C12F,2024-04,2024-04-23,2024-05-13,2024-04-30,True,20.1,269.15,26.91,32.3,328.36,False,domestico,False
T1D1C3809AD,2024-04,2024-04-26,2024-05-16,2024-05-10,True,42.8,712.0,71.2,85.44,868.64,True,publico,False
T2F89E8ED6F,2024-04,2024-04-27,2024-05-17,2024-05-12,True,21.8,288.7,28.87,34.64,352.21,False,domestico,False
TED624C9B29,2024-04,2024-04-27,2024-05-17,2024-05-09,True,19.4,261.1,26.11,31.33,318.54,False,domestico,False
T80599540B9,2024-04,2024-04-25,2024-05-15,2024-05-06,True,33.5,423.25,42.33,50.79,516.37,False,domestico,False
T99F86EAA03,2024-04,2024-04-26,2024-05-16,2024-05-13,True,24.8,323.2,32.32,0.0,355.52,False,domestico,False
T48E474E620,2024-04,2024-04-27,2024-05-17,2024-05-03,True,25.8,334.7,33.47,40.16,408.33,False,domestico,False
T62F138B69F,2024-04,2024-04-30,2024-05-20,2024-05-03,True,22.7,299.05,29.91,35.89,364.84,True,domestico,False
T0ABCC73F5F,2024-04,2024-04-26,2024-05-16,2024-07-25,True,11.7,172.55,17.25,0.0,189.8,False,domestico,True
T451A03E5F4,2024-04,2024-04-25,2024-05-15,2024-04-26,True,48.4,1014.6,101.46,121.75,1237.81,False,comercial,False
T28A5C3A212,2024-04,2024-04-24,2024-05-14,2024-06-29,True,9.7,149.55,14.96,17.95,182.45,False,domestico,True
T9BF23AC92B,2024-04,2024-04-27,2024-05-17,2024-05-08,True,16.2,402.8,40.28,48.34,491.42,False,comercial,False
T8D847ABAD5,2024-04,2024-04-25,2024-05-15,2024-05-10,True,9.8,150.7,15.07,18.08,183.85,True,domestico,False
T79AD100612,2024-04,2024-04-27,2024-05-17,2024-05-17,True,32.4,410.6,41.06,49.27,500.93,False,domestico,False
T595C48877B,2024-04,2024-04-26,2024-05-16,2024-05-13,True,17.9,243.85,24.39,29.26,297.5,True,domestico,False
T7E1F631507,2024-04,2024-04-25,2024-05-15,2024-05-13,True,14.0,199.0,19.9,23.88,242.78,False,domestico,False
T7CEE29F570,2024-04,2024-04-27,2024-05-17,2024-07-25,True,13.6,194.4,0.0,23.33,217.73,False,domestico,True
TB28F8F08F4,2024-04,2024-04-23,2024-05-13,2024-04-27,True,14.7,207.05,20.7,24.85,252.6,False,domestico,False
T741A1119FA,2024-04,2024-04-27,2024-05-17,2024-05-08,True,27.6,355.4,35.54,0.0,390.94,False,domestico,False
T26862D1A4A,2024-04,2024-04-25,2024-05-15,2024-04-29,True,48.5,1016.5,101.65,121.98,1240.13,False,comercial,False
TCB96D14BFD,2024-04,2024-04-26,2024-05-16,2024-07-13,True,13.8,196.7,19.67,23.6,239.97,False,domestico,True
TF07D19AE17,2024-04,2024-04-27,2024-05-17,2024-04-27,True,40.6,679.0,67.9,0.0,746.9,False,publico,False
T7AE1E63696,2024-04,2024-04-29,2024-05-19,2024-05-17,True,14.3,202.45,20.25,24.29,246.99,False,domestico,False
TEA687BEEC8,2024-04,2024-04-23,2024-05-13,2024-05-13,True,13.3,190.95,19.1,22.91,232.96,False,domestico,False
T5C97BD73CE,2024-04,2024-04-26,2024-05-16,2024-05-03,True,19.8,265.7,26.57,31.88,324.15,False,domestico,False
T64DF103F27,2024-04,2024-04-22,2024-05-12,2024-05-12,True,12.1,177.15,17.71,0.0,194.87,False,domestico,False
T962D5133B5,2024-04,2024-04-26,2024-05-16,2024-05-11,True,18.0,245.0,0.0,29.4,274.4,False,domestico,False
TFAE2AFD636,2024-04,2024-04-29,2024-05-19,2024-05-10,True,9.1,142.65,14.26,17.12,174.03,False,domestico,False
T8237A9AE83,2024-04,2024-04-25,2024-05-15,2024-07-16,True,14.6,205.9,20.59,24.71,251.2,False,domestico,True
T124789ED12,2024-04,2024-04-24,2024-05-14,2024-04-27,True,9.9,151.85,15.19,18.22,185.26,False,domestico,False
T77D8F1F07B,2024-04,2024-04-26,2024-05-16,2024-06-05,True,51.3,839.5,83.95,100.74,1024.19,False,publico,True
T88E01EE6A9,2024-04,2024-04-28,2024-05-18,2024-05-10,True,21.9,289.85,28.99,34.78,353.62,False,domestico,False
TCCA2F0E6D1,2024-04,2024-04-25,2024-05-15,2024-07-21,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
TE7C4074532,2024-04,2024-04-27,2024-05-17,2024-06-22,True,27.5,617.5,61.75,0.0,679.25,False,comercial,True
TE08ACE6D71,2024-04,2024-04-24,2024-05-14,2024-05-11,True,22.9,301.35,30.13,36.16,367.65,True,domestico,False
TF5AB4BC37D,2024-04,2024-04-29,2024-05-19,2024-05-03,True,17.0,233.5,0.0,0.0,233.5,False,domestico,False
T31A37C291B,2024-04,2024-04-29,2024-05-19,2024-05-05,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T85072A41C6,2024-04,2024-04-24,2024-05-14,2024-04-30,True,11.3,167.95,16.8,20.15,204.9,False,domestico,False
T3DB8E8C91B,2024-04,2024-04-27,2024-05-17,2024-05-15,True,16.9,232.35,23.23,27.88,283.47,True,domestico,False
T1F21C0A526,2024-04,2024-04-28,2024-05-18,2024-04-28,True,25.4,330.1,33.01,39.61,402.72,False,domestico,False
TC653350390,2024-04,2024-04-25,2024-05-15,2024-05-13,True,18.2,247.3,24.73,29.68,301.71,False,domestico,False
TF357DF2C85,2024-04,2024-04-24,2024-05-14,2024-05-21,True,21.7,287.55,28.75,34.51,350.81,False,domestico,True
TC2B54F643A,2024-04,2024-04-26,2024-05-16,2024-05-15,True,18.0,245.0,24.5,29.4,298.9,False,domestico,False
T62A907AFA1,2024-04,2024-04-25,2024-05-15,2024-05-08,True,8.8,139.2,13.92,16.7,169.82,False,domestico,False
T9B926E1A60,2024-04,2024-04-24,2024-05-14,2024-05-12,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T95A557D58C,2024-04,2024-04-26,2024-05-16,2024-05-15,True,0.0,260.0,26.0,31.2,317.2,False,industrial,False
T4FD73F8DF8,2024-04,2024-04-29,2024-05-19,2024-05-10,True,9.6,148.4,14.84,17.81,181.05,False,domestico,False
TAA9E781779,2024-04,2024-04-29,2024-05-19,2024-05-18,True,14.9,209.35,20.94,25.12,255.41,True,domestico,False
T5AB667FA59,2024-04,2024-04-25,2024-05-15,2024-04-28,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T2FB8838715,2024-04,2024-04-25,2024-05-15,2024-05-10,True,22.4,295.6,29.56,35.47,360.63,False,domestico,False
TDC0B728E72,2024-04,2024-04-29,2024-05-19,2024-05-04,True,64.1,1312.9,131.29,157.55,1601.74,True,comercial,False
T500E1E73A5,2024-04,2024-04-26,2024-05-16,2024-05-03,True,14.0,199.0,0.0,23.88,222.88,True,domestico,False
T518D652731,2024-04,2024-04-25,2024-05-15,2024-05-14,True,17.5,239.25,23.93,0.0,263.18,True,domestico,False
T5F78380FF1,2024-04,2024-04-29,2024-05-19,2024-05-11,True,14.3,202.45,20.25,24.29,246.99,False,domestico,False
T2269F4C04A,2024-04,2024-04-24,2024-05-14,2024-05-01,True,38.6,649.0,64.9,77.88,791.78,True,publico,False
T75D0C6EEF9,2024-04,2024-04-28,2024-05-18,2024-05-23,True,141.2,3931.2,393.12,471.74,4796.06,False,industrial,True
T08C84C6180,2024-04,2024-04-30,2024-05-20,2024-05-06,True,19.6,263.4,26.34,31.61,321.35,False,domestico,False
TBE3328794F,2024-04,2024-04-25,2024-05-15,2024-05-09,True,10.6,159.9,15.99,19.19,195.08,False,domestico,False
T7BF732B1D4,2024-04,2024-04-28,2024-05-18,2024-05-09,True,13.9,197.85,19.79,23.74,241.38,False,domestico,False
T680C591820,2024-04,2024-04-27,2024-05-17,2024-04-27,True,7.1,119.65,11.96,0.0,131.61,False,domestico,False
T87B30A11CA,2024-04,2024-04-23,2024-05-13,2024-07-14,True,0.0,38.0,3.8,4.56,46.36,False,domestico,True
T2C69DDD554,2024-04,2024-04-23,2024-05-13,2024-05-12,True,47.3,993.7,0.0,119.24,1112.94,False,comercial,False
TB5DCDB3D2B,2024-04,2024-04-27,2024-05-17,2024-05-04,True,6.8,116.2,11.62,0.0,127.82,False,domestico,False
TF1BF705581,2024-04,2024-04-25,2024-05-15,2024-05-11,True,24.9,324.35,32.43,38.92,395.71,False,domestico,False
T7861C2062B,2024-04,2024-04-26,2024-05-16,2024-07-09,True,32.8,562.0,0.0,67.44,629.44,False,publico,True
T3E7A117328,2024-04,2024-04-22,2024-05-12,2024-05-03,True,19.3,259.95,26.0,0.0,285.95,False,domestico,False
T626DE7D352,2024-04,2024-04-29,2024-05-19,2024-05-02,True,84.1,1692.9,169.29,203.15,2065.34,False,comercial,False
T30CED3EF6B,2024-04,2024-04-29,2024-05-19,2024-05-13,True,19.7,264.55,0.0,31.75,296.3,False,domestico,False
T6F621D315F,2024-04,2024-04-25,2024-05-15,2024-05-03,True,23.0,302.5,30.25,36.3,369.05,False,domestico,False
T5AEAFABEEB,2024-04,2024-04-25,2024-05-15,2024-05-15,True,15.0,210.5,0.0,25.26,235.76,True,domestico,False
T6E1A658692,2024-04,2024-04-26,2024-05-16,2024-05-24,True,26.9,347.35,34.73,41.68,423.77,False,domestico,True
TDFD739AFF7,2024-04,2024-04-26,2024-05-16,2024-04-28,True,18.5,250.75,25.08,30.09,305.91,False,domestico,False
T0E7497BE87,2024-04,2024-04-26,2024-05-16,2024-05-07,True,13.9,197.85,19.79,0.0,217.63,False,domestico,False
T63245D9338,2024-04,2024-04-26,2024-05-16,2024-05-11,True,25.3,328.95,32.9,39.47,401.32,False,domestico,False
T2FC1A9FEB9,2024-04,2024-04-29,2024-05-19,2024-05-03,True,18.6,251.9,25.19,30.23,307.32,True,domestico,False
TE5572E3B77,2024-04,2024-04-25,2024-05-15,2024-04-29,True,8.9,140.35,14.04,0.0,154.39,False,domestico,False
T93AE74FC8C,2024-04,2024-04-27,2024-05-17,2024-04-27,True,15.0,210.5,21.05,25.26,256.81,False,domestico,False
TCE4F3C1854,2024-04,2024-04-27,2024-05-17,,True,34.3,432.45,43.25,51.89,527.59,True,domestico,False
T623FDA0FEC,2024-04,2024-04-27,2024-05-17,2024-05-03,True,19.8,265.7,26.57,31.88,324.15,True,domestico,False
T6FCD9FC327,2024-04,2024-04-26,2024-05-16,2024-04-27,True,6.9,117.35,11.74,14.08,143.17,False,domestico,False
T26D49D2B10,2024-04,2024-04-26,2024-05-16,2024-04-26,True,29.1,372.65,37.27,44.72,454.63,False,domestico,False
T6B0F45148F,2024-04,2024-04-24,2024-05-14,2024-04-27,True,68.5,1097.5,109.75,131.7,1338.95,True,publico,False
T5DA6DABC22,2024-04,2024-04-29,2024-05-19,2024-05-19,True,19.7,264.55,26.45,31.75,322.75,True,domestico,False
T4C0FAA9237,2024-04,2024-04-27,2024-05-17,2024-05-15,True,21.3,282.95,28.3,33.95,345.2,False,domestico,False
T629B85F6AE,2024-04,2024-04-27,2024-05-17,2024-05-05,True,15.3,213.95,21.4,25.67,261.02,False,domestico,False
TE6221DA147,2024-04,2024-04-28,2024-05-18,2024-05-17,True,13.2,189.8,18.98,22.78,231.56,False,domestico,False
T7092CB932F,2024-04,2024-04-22,2024-05-12,2024-05-02,True,15.4,215.1,21.51,0.0,236.61,False,domestico,False
